Diffusion
SWU4
Desikan_space-MNI152NLin6_res-2x2x2 245 5076.898519220903 1149.9576694571217 0.8591184936200748 0.049256167451634435 177 5131.465631845155 2749.129393570786 0.024502694149861743 0.007169027223940073 0 730.4803324563726 484.7294759504468 0.1163788122300635 0.04258729885561098
Hammersmith_space-MNI152NLin6_res-2x2x2 348 3254.313347156398 661.3534746402559 0.866832962974429 0.04870856893459388 74 2496.7774334670066 1324.2479302880681 0.0157366109410771 0.006174958544344796 0 453.5900266717188 227.7743991664201 0.11743042608449385 0.042946339839267954
AAL_space-MNI152NLin6_res-2x2x2 377 1347.3997451138357 305.25784310827464 0.8394691035808207 0.04102956737239867 45 935.4337089351358 357.4769918868947 0.01009770284133132 0.0028430998426343013 0 245.810869160496 98.47896543069639 0.15043319357784787 0.038570135875206926
HNU1
Desikan_space-MNI152NLin6_res-2x2x2 300 2464.506099192618 494.18804556890694 0.9572902260336537 0.027445064508359155 0 700.626456582633 403.6397283467986 0.007954208467123918 0.0041280177365186545 0 90.24788111715274 72.18052517401884 0.03475556549922233 0.026056801344117593
Hammersmith_space-MNI152NLin6_res-2x2x2 300 1477.510499550734 337.5293742369317 0.9630865333087228 0.021727428054205685 0 258.34239091318045 190.95183316080994 0.004037957916454415 0.0026985974668032146 0 51.59852048621817 35.277428484651985 0.03287550877482281 0.019360742230644844
AAL_space-MNI152NLin6_res-2x2x2 300 560.6769225076109 149.1639220937 0.9636529634515348 0.029256071301765628 0 63.19408826796501 43.776587230038004 0.0019278438992947789 0.001206071700263034 0 20.84479651110687 20.398395562900486 0.034419192649170434 0.028461783567005277
NKIENH
Desikan_space-MNI152NLin6_res-2x2x2 110 3975.5950572639213 931.7187580014019 0.8965984707479177 0.03988279146666948 19 2760.8462486897506 1481.392689938582 0.018085594974216104 0.007257320299927148 0 402.5449136027997 274.52819153314186 0.0853159342778662 0.03886082373507992
Hammersmith_space-MNI152NLin6_res-2x2x2 129 2648.9090503875964 653.2636557014367 0.9179164387099579 0.030440696875161998 0 1249.8403895845756 657.3742654558141 0.010230763336319865 0.003852002987470252 0 217.39714519510574 120.74052888113107 0.07185279795372233 0.027171979078464473
AAL_space-MNI152NLin6_res-2x2x2 127 1062.9781112095932 271.9312950864745 0.8787327208625474 0.03763397101328173 2 547.3356453148374 278.67845596963747 0.007544534362538012 0.002452142338078551 0 143.69045927947062 75.32233730381056 0.11372274477491462 0.03548908603273305
XHCUMS
Desikan_space-MNI152NLin6_res-2x2x2 111 5839.343489190549 1059.6539218943217 0.9109345322088536 0.03222221407467613 6 3506.673748473748 1369.1003352181665 0.016032130709944678 0.005037429987796061 0 474.20992602169076 223.21557811377866 0.0730333370812018 0.027422319760861905
Hammersmith_space-MNI152NLin6_res-2x2x2 116 3661.1622115384616 655.9043242145311 0.9270798901683478 0.03177716481990274 1 1517.0909489371027 754.9434725240963 0.00923248594301997 0.0036971824665129986 0 257.7982083847168 144.67058479466016 0.0636876238886322 0.02865105646927528
AAL_space-MNI152NLin6_res-2x2x2 117 1449.872821236705 249.43168742070335 0.9011853250559441 0.033261197927190254 0 616.5257159994002 239.28073664317267 0.006587614601300579 0.002120406635244562 0 150.0478937452025 66.56932646170938 0.09222706034275548 0.03135029982915953
BNU1
